Empresa,Relato_Lematizao_SW
Banco do Brasil,"['gostar', 'restrição', 'prejuízo', 'retirar', 'nome', 'registrato', 'realizeir', 'renegociação', 'administradora', 'ativo', '.', 'seguir', 'anexo', 'print', 'renegociação', 'realizar', 'através', 'site', 'serasa', '.']"
Nubank,"['cartão', 'crédito', 'descolar', 'nome', 'solicitei', 'outro', 'cartão', 'substituir', 'novo', 'chegar', 'solicitei', 'autorizeir', 'cancelamento', 'cartão', 'velho', 'final', '.', 'nubank', 'cancelar', 'cartão', 'velho', 'fiquei', 'cartão', 'ainda', 'funcionar', '.']"
Caixa Econômica Federal,"['prezar', 'consultei', 'svr', 'bcb', 'ver', 'pai', 'falecer', 'valor', 'receber', '.', 'enviei', 'agência', 'ymembuí', 'cef', 'Santa', 'mariar', 'cópia', 'escritura', 'público', 'inventário', 'partilha', 'onde', 'constar', 'único', 'herdeiro', 'portanto', 'titular', 'valor', '.', 'conta', 'constar', 'escritura', 'inventário', 'partilha', 'porque', 'fazer', 'tomar', 'conhecimento', 'conta', 'agência', 'responder', 'preciso', 'fazer', 'sobrepartilha', 'acesso', 'valor', '.', 'entretanto', 'sobrepartilha', 'implicar', 'pagamento', 'emolumento', 'cartório', 'desnecessário', 'porque', 'provei', 'único', 'herdeiro', '.']"
Banco Santander,"['solicitei', 'empréstimo', 'benefício', 'aposentador', 'banco', 'santander', 'falar', 'empréstimo', 'agência', 'contar', 'banco', 'santander', '.']"
Banco do Brasil,"['outubro', 'verifiquei', 'através', 'relatório', 'empréstimo', 'financiamento', 'scr', 'bacen', 'valor', 'prescrição', 'ano', 'cinco', 'ano', 'conforme', 'lei', 'vigente', '.', 'ainda', 'constar', 'cobrança', 'serviço', 'crédito', 'pessoal', 'consignação', 'folha', 'pagamento', 'banco', 'Brasil', 'valor', 'r', '.', 'portanto', 'solicitar', 'imediato', 'retira', 'nome', 'registrato', 'sistema', 'informação', 'credito', 'manter', 'instituição', 'credor', 'desacordo', 'prever', 'lei', 'vigente', '.']"
Banco Itaú Unibanco,"['entrar', 'contato', 'banco', 'solicitar', 'revogação', 'autorização', 'desconto', 'naa', 'conta', 'atendir', 'conforme', 'atendente', 'possível', 'fazer', 'devido', 'diretriz', 'Banco', 'itaú', '.']"
Banco Itaú Unibanco,"['constar', 'site', 'registrato', 'Banco', 'central', 'dívir', 'pago', 'prejuízo', 'solicitar', 'nome', 'retirar', 'lista', '.', 'httpsregistrato.bcb.gov.br']"
Mercado Pago,"['prezar', 'junho', 'indiquei', 'dois', 'pessoa', 'realizar', 'portabilidade', 'salário', 'mercado', 'pagar', '.', 'pessoa', 'indicar', 'júlia', 'arante', 'xxxxxxxxxxxxxxxx.xxx', 'cpf', 'xxx.xxx.xxxxx', 'frederico', 'França', 'xxxxxxxxxxxxxxxx.xxx', 'xxxxxxxxxxxxxxxx.xxx', '.', 'recebir', 'confirmação', 'ambos', 'cadastrar', 'corretamente', 'realizar', 'portabilidade', 'salário', 'seguir', 'todo', 'passo', 'conforme', 'solicitar', '.', 'entanto', 'momento', 'recebemos', 'cashback', 'prometer', 'r', 'indicação', 'totalizar', 'r', 'r', 'indicação', 'r', 'cada', 'indicado', '.', 'mantenho', 'contato', 'diário', 'ambos', 'poder', 'confirmar', 'receber', 'bonificação', '.', 'portanto', 'solicitar', 'cashback', 'creditar', 'conforme', 'ofertado', '.', 'reforço', 'relação', 'positivo', 'mercado', 'pagar', 'desejo', 'continuar', 'utilizar', 'recomendar', 'serviço', '.', 'entanto', 'gostar', 'questão', 'resolver', 'forma', 'amigável', 'compromisso', 'assumir', 'empresa', 'cumprir', '.', 'aguardo', 'solução', 'rápido', 'efetivo', '.']"
Caixa Econômica Federal,"['constar', 'site', 'Banco', 'central', 'httpsregistrato.bcb.gov.br', 'divide', 'paga', 'prejuízo', 'gostar', 'nome', 'retirar', 'lista', 'problema', 'resolver']"
Banco Bradesco,"['venho', 'meio', 'manifestar', 'indignação', 'apresentar', 'reclamação', 'formal', 'sobre', 'constante', 'perturbador', 'situação', 'enfrentar', 'ligação', 'cobrança', 'realizar', 'nome', 'banco', 'bradesco', 'número', 'telefone', 'sob', 'titularidade', '.', 'receber', 'diversos', 'ligação', 'diária', 'referente', 'cobrança', 'nome', 'tal', 'José', 'alípio', 'Martins', 'pessoa', 'desconhecer', 'completamente', '.', 'gostar', 'ressaltar', 'número', 'telefone', 'sob', 'posse', 'menos', 'cinco', 'ano', 'qualquer', 'ligação', 'conhecimento', 'sobre', 'referir', 'indivíduo', '.', 'sempre', 'receber', 'ligação', 'informo', 'atendente', 'entrar', 'contato', 'número', 'errar', 'José', 'alípio', 'Martins', 'residir', 'possuir', 'qualquer', 'vínculo', 'número', '.', 'entanto', 'ligação', 'persistir', 'causandome', 'grande', 'desconforto', 'transtorno', 'diário', '.']"
Banco Inter (Banco Intermedium),"['acordo', 'banco', 'inter', 'pagamento', 'dívida', 'inclusive', 'parcela', 'pago', 'adiantar', '.', 'bellinati', 'perez', 'empresa', 'cobrança', 'inter', 'continuar', 'ligar', 'inclusive', 'informei', 'acordo', 'mandar', 'email', 'Whatsapp', 'Ligam', 'exmarido', 'filho', 'pequeno', 'idade', 'ameaçar', 'vida', 'ligar', 'rh', 'empresa', 'expuser', 'dever', '.', 'controle', '.']"
Caixa Econômica Federal,"['querer', 'exclusão', 'nome', 'prejudicar']"
Banco Santander,"['nome', 'prejuízo', 'registrato', 'querer', 'santander', 'remova', 'paguei', 'acordo', '.']"
C6 Bank,"['realizeir', 'através', 'serasa', 'acordo', 'dívida', 'cartão', 'crédito', 'dois', 'mês', 'acesso', 'código', 'barra', 'pagamento', 'app', 'serasar', 'email', 'whatsaap', 'sms', 'através', 'procon', 'consegui', 'contato', 'realizeir', 'pagamento', 'boleto', 'enviar', 'porém', 'app', 'serasa', 'constar', 'atraso', 'email', 'recebir', 'aviso', 'dívida', 'dizer', 'nome', 'sera', 'incluso', 'cadastro', 'inadimplente', '.']"
Banco Bradesco,"['caro', 'entrar', 'contato', 'bradesco', 'setor', 'fraude', 'suspeito', 'informar', 'cliente', 'ts', 'host', 'serv', '.', 'Internet', 'Cnpj', 'emitir', 'boleto', 'contra', 'empresa', 'outro', 'tanto', 'ai', 'vide', 'reclame', 'boleto', 'ficar', 'registrar', 'dda', 'caso', 'pessoa', 'paguir', 'nao', 'conseguir', 'reembolso', 'vide', 'reclame', '.', 'parecer', 'golpe', 'nao', 'passar', 'dado', 'empresa', 'onde', 'ficar', 'lgpd', '.', 'vario', 'reclamação', 'reclame', 'falar', 'parar', 'continuar', 'emitir', 'cobrança', 'esperança', 'pessoa', 'paguir', '.', 'alertar', 'bradesco', 'utilizar', 'banco', 'registrar', 'boleto', 'ficar', 'retorno', '.', 'entretanto', 'retornar', 'empresa', 'continuar', 'fazer', '.', 'usar', 'modalidade', 'boleto', 'chamar', 'boleto', 'proposta', 'nao', 'lastro', 'algum', '...', 'poder', 'banco', 'deixar', 'cliente', 'fazer', 'preocupado', 'poder', 'cair', 'golpe', '.', 'banco', 'dever', 'vigiar', 'cliente', 'parte', 'alertar', '.']"
Banco Itaú Unibanco,"['acordo', 'efetuei', 'pagamento', 'nome', 'ainda', 'constar', 'serasa', '.']"
Banco Santander,"['banco', 'santander', 'assunto', 'solicitação', 'suspensão', 'desconto', 'indevir', 'conta', 'corrente', 'decisão', 'liminar', 'proferir', 'ação', 'consignado', 'prezar', 'senhor', 'rose', 'Costa', 'oliveiro', 'inscrita', 'cpf', 'xxx.xxx.xxxxxtitular', 'conta', 'corrente', 'xxxxxx', 'agência', 'méier', 'venho', 'meio', 'notificálo', 'sobre', 'irregularidade', 'desconto', 'vir', 'realizar', 'diretamente', 'conta', 'corrente', 'referente', 'contrato', 'empréstimo', 'consignar', 'firmar', 'junto', 'instituição', 'financeiro', '.', 'ademal', 'requeiro', 'aa', 'devolução', 'valor', 'indevidamente', 'debitar', 'bem', 'regularização', 'situação', 'retomada', 'desconto', 'exclusivamente', 'folha', 'pagamento', 'observar', 'margem', 'consignável', '.', 'solicitar', 'ainda', 'confirmação', 'suspensão', 'desconto', 'restituição', 'valor', 'prazo', 'grande', 'útil', 'sob', 'pena', 'adoção', 'medida', 'judicial', 'cabível', 'assegurar', 'cumprimento', 'escolha', 'subscrever', '.', 'momento', 'renovo', 'voto', 'consideração', '.', 'atenciosamente', 'Rio', 'Janeiro', 'outubro', '.', 'rose', 'Costa', 'Oliveira', 'xxxxxxxxxxxxxxxx.xxx', 'rosecabralrioeducar', '..', 'net']"
Nubank,"['prezar', 'junho', 'conta', 'bancário', 'cancelar', 'aviso', 'prévio', 'considerar', 'violação', 'direito', 'consumidor', '.', 'tentar', 'diversos', 'vez', 'acessar', 'débito', 'pagamento', 'encontrar', 'opção', 'aplicativo', '.', 'além', 'conta', 'email', 'google', 'cancelar', 'dificultar', 'rastreabilidade', 'atualização', 'informação', '.', 'interação', 'procon', 'atendimento', 'nubank', 'conseguir', 'realizar', 'pagamento', '.', 'entanto', 'verificar', 'registro', 'bacen', 'constatar', 'negativação', 'nome', 'causar', 'transtorno', 'significativo', 'inclusive', 'constrangimento', 'solicitar', 'crédito', 'financiamento', 'imóvel', '.']"
Banco Santander,"['mês', 'venho', 'tentar', 'atender', 'exigência', 'banco', 'aumentar', 'limite', 'porém', 'apenas', 'ignor', 'contato', '.', 'insatisfeito', 'decidir', 'cancelar', 'cartão', 'Banco', 'consigo', 'impossível', 'falar', '.']"
Nubank,"['furtar', 'levar', 'carteira', 'informação', 'pessoal', 'cartao', 'consequentemente', 'apo', 'contar', 'usar', 'cartao', 'real', 'bo', 'reclamação', 'junto', 'nubank', 'iniciar', 'tratativa', 'dizer', 'averiguar', 'colocariar', 'valor', 'volta', 'conta', 'nada', 'ocorrer', 'nu', 'bank', 'enrolar', 'nao', 'ressarcir', 'valor', 'dizer', 'eh', 'análise', 'conta', 'pagar', 'coisa', 'fazer', 'nao', 'resolver', 'agora', 'vier', 'papo', 'usar', 'senhar', 'poder', 'ocorrer', 'sofro', 'tdha', 'anotar', 'senha', 'papel', 'acreditar', 'aproximação', '...', 'so', 'querer', 'dinheiro', 'volta', '...', 'nubank', 'age', 'descaso', 'cliente']"
Caixa Econômica Federal,"['dois', 'débito', 'junto', 'Caixa', 'Cartão', 'credito', 'cheque', 'especial', '.']"
Banco Inter (Banco Intermedium),"['ào', 'Banco', 'inter', 's.a', '.', 'assunto', 'solicitação', 'retirada', 'prejuízo', 'registrato', 'prezar', 'fábio', 'moura', 'ataíde', 'inscrito', 'cpf', 'xxx.xxx.xxxxx', 'venho', 'meio', 'solicitar', 'retirada', 'prejuízo', 'constatar', 'registro', 'sistema', 'Banco', 'central', 'conforme', 'identificar', 'relatório', 'registrato', '.', 'detalhe', 'prejuízo', 'seguinte', 'valor', 'constar', 'prejuízo', 'r', 'peçar', 'gentileza', 'analisar', 'solicitação', 'caso', 'necessário', 'disposição', 'fornecer', 'informação', '.', 'agradeço', 'atenção', 'aguardo', 'resposta', '.', 'atenciosamente', 'fábio', 'moura', 'ataíde', 'fortaleza', 'outubro']"
Banco do Brasil,"['solicitar', 'retirada', 'débito', 'registrato', 'acordo', 'restrição', 'sair', 'serasa', 'porém', 'continuar', 'registrato', '.']"
C6 Bank,"['bom', 'tarde', 'primeiramente', 'deixo', 'insatisfação', 'relação', 'chat', 'horrível', 'único', 'forma', 'falar', 'reclameaqui', 'absurdo', 'parcela', 'seguro', 'odontológico', 'conta', 'debitar', 'mês', 'conseguir', 'pagar', 'preciso', 'resolver', 'urgência', 'antes', 'percar', 'seguro']"
Banco do Brasil,"['assunto', 'solicitação', 'retirada', 'restrição', 'nome', 'prezar', 'venho', 'meio', 'solicitar', 'retirada', 'restrição', 'nome', 'encontrar', 'negativar', 'cinco', 'ano', '.', 'conforme', 'prever', 'artigo', 'código', 'defesa', 'consumidor', 'garantir', 'consumidor', 'inscrição', 'cadastro', 'inadimplente', 'mantir', 'período', 'grande', 'cinco', 'ano', '.', 'considerar', 'passar', 'prazo', 'peçar', 'exclusão', 'imediato', 'nome', 'registro', 'restrição', '.', 'solicitar', 'confirmação', 'recebimento', 'solicitação', 'prazo', 'estimar', 'retirada', 'restrição', '.', 'disposição', 'qualquer', 'esclarecimento', 'adicional', 'façam', 'necessário', '.', 'agradeço', 'atenção', 'aguardo', 'resposta', 'breve', '.', 'atenciosamente']"
Banco Itaú Unibanco,"['bom', 'tarde', 'correntista', 'Banco', 'itaú', 'receber', 'salário', 'Banco', 'itaú', '.', 'realizeir', 'algum', 'empréstimo', 'consignar', 'utilização', 'cheque', 'especial', 'empréstimo', 'cdc', '.', 'contrato', '.', 'acontecer', 'passar', 'grande', 'dificuldade', 'familiar', 'saúde', 'impactar', 'forma', 'imediato', 'pagamento', 'cheque', 'especial', 'cdc', '.', 'razão', 'fato', 'solicitei', 'portabilidade', 'salário', 'estado', 'mina', 'geral', 'pagar', 'Banco', 'itaú', 'banco', 'Brasil', 'acordo', 'banco', 'itaú', 'consiga', 'cumprir', 'acordo', '.', 'passado', 'dois', 'três', 'mês', 'efetivação', 'portabilidade', 'Banco', 'itaú', 'começar', 'descontar', 'salario', 'liquido', '.', 'forma', 'prejudicar', 'além', 'subsistência', 'arrimo', 'família', 'total', 'impossibilidade', 'renegociar', 'banco', 'vez', 'acordo', 'negociação', 'supero', 'valor', 'receber', '.', 'procur', 'Banco', 'itaú', 'pedir', 'cópia', 'contrato', 'infelizmente', 'somente', 'passar', 'número', 'conversar', 'cliente', 'robô', 'impossibilitar', 'acesso', 'contrato', 'negociação', 'dentro', 'razoabilidade', 'possibilidade', 'cliente', '.', 'então', 'mandar', 'carta', 'Banco', 'itaú', 'fundamento', 'artigo', 'resolução', 'artigo', 'resolução', 'nº', 'Banco', 'central', 'artigo', 'paragrafo', 'resolução', 'cmn', 'redação', 'conferer', 'resolução', 'cmn', 'nº', 'tema', 'solicitar', 'cancelamento', 'todo', 'autorização', 'desconto', 'conta', 'corrente', 'contar', 'salário', 'pagamento', 'cartão', 'crédito', 'empréstimo', 'bancário', 'cheque', 'especial', 'conforme', 'legislação', 'acima', 'relatada', '.', 'venho', 'meio', 'reclamação', 'oportunidade', 'acordo', 'pagamento', 'autorização', 'desconto', 'salário', 'liquido', '.', 'ciente', 'crédito', 'consignar', 'retir', 'folha', 'pagamento', 'contudo', 'outro', 'divir', 'oriunr', 'consignar', 'autorização', 'desconto', 'conta', 'salário', 'corrente', 'conforme', 'protocolo', 'requeiro', 'acesso', 'contrato', 'banco', 'itaú', 'entendimento', 'criar', 'barreira', 'acesso', 'contrato', '.']"
Nubank,"['dívida', 'inicial', 'janeiro', 'atualmente', 'encontrar', '.', 'percebo', 'juro', 'acima', 'média', 'Banco', 'central', 'evolução', 'dívida', '.']"
Banco Itaú Unibanco,"['ào', 'itaú', 'unibanco', 'holding', 's.a', '.', 'assunto', 'solicitação', 'retirada', 'prejuízo', 'registrato', 'prezar', 'fábio', 'moura', 'ataíde', 'inscrito', 'cpf', 'xxx.xxx.xxxxx', 'venho', 'meio', 'solicitar', 'retirada', 'prejuízo', 'constatar', 'registro', 'sistema', 'Banco', 'central', 'conforme', 'identificar', 'relatório', 'registrato', '.', 'detalhe', 'prejuízo', 'seguinte', 'valor', 'constar', 'prejuízo', 'outro', 'empréstimo', 'r', 'peçar', 'gentileza', 'analisar', 'solicitação', 'caso', 'necessário', 'disposição', 'fornecer', 'informação', '.', 'agradeço', 'atenção', 'aguardo', 'resposta', '.', 'atenciosamente', 'fábio', 'moura', 'ataíde', 'fortaleza', 'outubro']"
Mercado Pago,"['prezar', 'bom', 'tarde', 'receber', 'ligação', 'diario', 'sucessivo', 'celular', 'nº', 'nº', 'nome', 'mercado', 'pagar', 'oferer', 'emprestimo', 'nome', 'informeir', 'momento', 'interesse', '.', 'informo', 'ainda', 'deixeir', 'número', 'telefone', 'registrar', 'pagina', 'pertube', 'assim', 'banco', 'mercado', 'pagar', 'continuar', 'desrespeitar', '.', 'solicitar', 'urgentemente', 'par', 'ligação', 'numero', 'contato', 'sob', 'pena', 'acionamento', 'ver', 'judicial', '.']"
Banco Santander,"['entrar', 'contato', 'banco', 'retirada', 'ponto', 'bacém', '.', 'informar', 'seguinte', 'conforme', 'regulamentação', 'vigente', 'efetuar', 'exclusão', 'informação', 'mês', 'anterior', 'pagamento', 'vez', 'período', 'dívida', 'vencido', '.', 'pagamento', 'realizar', 'alterar', 'posição', 'passar', 'somente', 'posição', 'futuro', '.', 'reclamação', 'acordo', 'realizar', '.', 'todo', 'outro', 'banco', 'problema', 'honesto', 'quanto', '.', 'somente', 'santander', 'trabalho', 'todo', '.', 'contato', 'advogado', 'problema', 'solucionar', 'dentro', 'prazo', 'questão', 'honra', 'entrar', 'justiça', '.', 'afirmo', 'novamente', 'ilegal', 'registrar', 'scr', 'agora', 'registrar', 'ciência', '.', 'ciente', 'direiro', '.', 'aguardo', 'retorno']"
Banco Inter (Banco Intermedium),"['conforme', 'decisão', 'stj', 'lista', 'scr', 'caráter', 'restritivo', 'credito', 'peçar', 'imediato', 'retirada', 'nome', 'resgistrato', '.', 'pagamento', 'efetuar']"
Banco do Brasil,"['utilizei', 'serviço', 'cheque', 'especial', 'falta', 'trabalho', 'conseguir', 'pagar', 'verifiquei', 'cobrança', 'atual', 'constar', 'cobrança', 'serviço', 'razão', 'social', 'ativo', 's.a', '.', 'securitizadora', 'crédito', 'financeiro', 'empresa', 'origembanco', 'Brasil', 'número', 'contrato', 'valor', 'r', 'situação', 'ocorrer', 'ano', 'divida', 'prescrever', 'gostar', 'solicitar', 'empresa', 'responsavel', 'retirar', 'devido', 'cobrança', 'nome', 'prescrever']"
Banco Bradesco,"['banco', 'bradesco', 's.a', '.', 'Assunto', 'solicitação', 'retirada', 'prejuízo', 'registrato', 'prezar', 'fábio', 'moura', 'ataíde', 'inscrito', 'cpf', 'xxx.xxx.xxxxx', 'venho', 'meio', 'solicitar', 'retirada', 'prejuízo', 'constatar', 'registro', 'sistema', 'Banco', 'central', 'conforme', 'identificar', 'relatório', 'registrato', '.', 'detalhe', 'prejuízo', 'seguinte', 'valor', 'constar', 'prejuízo', 'r', 'peço', 'gentileza', 'analisar', 'solicitação', 'caso', 'necessário', 'disposição', 'fornecer', 'informação', '.', 'agradeço', 'atenção', 'aguardo', 'resposta', '.', 'atenciosamente', 'fábio', 'moura', 'ataíde', 'fortaleza', 'outubro']"
Banco do Brasil,"['nome', 'registrar', 'pedir', 'fazer', 'novo', 'financiamento', 'porque', 'tudo', 'quitar', 'dever', 'nada', 'nome', 'sumir', 'registrar', 'impactar', 'vida', 'financeiramente', 'novo', 'financiamento', 'compra', 'futuro', 'ainda', 'prejuízo', 'registrato', 'quitar', 'tudo', '.']"
Banco Santander,"['.', 'entrar', 'contato', 'santander', 'telefone', 'chat', 'facebook', 'solicitar', 'renegociação', 'cartão', 'dificuldade', 'pagar', '.', 'honro', 'compromisso', 'momento', 'complicado', '.', 'pessoa', 'honesto', 'buscar', 'fórmula', 'manter', 'conta', '.', 'enfim', '...', 'todo', 'contato', 'banco', 'negar', 'opção', 'parcelamento', 'total', 'cartão', '.', 'coisa', 'banco', 'itaú', 'exemplo', 'disponibilizar', 'próprio', 'app', 'necessidade', 'humilhar', 'ninguém', '.', 'ver', 'reclame', 'caso', 'aonde', 'pessoa', 'sucesso', 'nome', 'serasa', '.', 'absurdo', '.', 'negar', 'pagar', '.', 'contrário', '.', 'querer', 'solução', 'pedir', 'ajuda', '.', 'grato', 'espaço', '.']"
Banco Santander,"['ivida', 'paga', 'constar', 'ainda', 'pagar']"
C6 Bank,"['acessar', 'aplicativo', 'inserir', 'login', 'senhr', 'recebo', 'msg', 'motivo', 'segurança', 'conta', 'bloquear', 'poder', 'acessado', '.']"
Banco Santander,"['cobrança', 'indevido', 'taxa', 'cobrança', 'indevido', 'taxa']"
Banco Santander,"['divida', 'santander', 'tentar', 'renegociar', 'diversos', 'vez', 'porém', 'juros', 'cobrar', 'absurdo', 'quase', 'vez', 'valor', 'real', 'oferecer', 'forma', 'enganar', 'forma', 'oferecer', 'benefício']"
